driverId,year,round,win_rate,avg_points,win
1,2007,6,0.0,7.6,1
1,2007,7,0.16666666666666666,8.0,1
1,2007,8,0.2857142857142857,8.285714285714286,0
1,2007,9,0.25,8.0,0
1,2007,10,0.2222222222222222,7.777777777777778,0
1,2007,11,0.2,7.0,1
1,2007,12,0.2727272727272727,7.2727272727272725,0
1,2007,13,0.25,7.0,0
1,2007,14,0.23076923076923078,7.076923076923077,0
1,2007,15,0.21428571428571427,6.928571428571429,1
1,2007,17,0.26666666666666666,7.133333333333334,0
1,2008,1,0.25,6.8125,1
1,2008,2,0.29411764705882354,7.0,0
1,2008,3,0.2777777777777778,6.833333333333333,0
1,2008,4,0.2631578947368421,6.473684210526316,0
1,2008,5,0.25,6.45,0
1,2008,6,0.23809523809523808,6.523809523809524,1
1,2008,8,0.2727272727272727,6.681818181818182,0
1,2008,9,0.2608695652173913,6.391304347826087,1
1,2008,10,0.2916666666666667,6.541666666666667,1
1,2008,11,0.32,6.68,0
1,2008,12,0.3076923076923077,6.576923076923077,0
1,2008,13,0.2962962962962963,6.62962962962963,0
1,2008,14,0.2857142857142857,6.607142857142857,0
1,2008,15,0.27586206896551724,6.448275862068965,0
1,2008,16,0.26666666666666666,6.433333333333334,0
1,2008,17,0.25806451612903225,6.225806451612903,1
1,2008,18,0.28125,6.34375,0
1,2009,2,0.2727272727272727,6.2727272727272725,0
1,2009,3,0.2647058823529412,6.117647058823529,0
1,2009,4,0.2571428571428571,6.0285714285714285,0
1,2009,5,0.25,6.0,0
1,2009,6,0.24324324324324326,5.837837837837838,0
1,2009,7,0.23684210526315788,5.684210526315789,0
1,2009,8,0.23076923076923078,5.538461538461538,0
1,2009,9,0.225,5.4,0
1,2009,10,0.21951219512195122,5.2682926829268295,1
1,2009,11,0.23809523809523808,5.380952380952381,0
1,2009,13,0.23255813953488372,5.441860465116279,0
1,2009,14,0.22727272727272727,5.318181818181818,1
1,2009,15,0.24444444444444444,5.4222222222222225,0
1,2009,16,0.2391304347826087,5.434782608695652,0
1,2010,1,0.23404255319148937,5.446808510638298,0
1,2010,2,0.22916666666666666,5.645833333333333,0
1,2010,3,0.22448979591836735,5.6938775510204085,0
1,2010,4,0.22,5.74,0
1,2010,5,0.21568627450980393,5.980392156862745,0
1,2010,6,0.21153846153846154,5.865384615384615,0
1,2010,7,0.20754716981132076,5.943396226415095,1
1,2010,8,0.2222222222222222,6.296296296296297,1
1,2010,9,0.23636363636363636,6.636363636363637,0
1,2010,10,0.23214285714285715,6.839285714285714,0
1,2010,11,0.22807017543859648,7.035087719298246,0
1,2010,13,0.22413793103448276,7.120689655172414,1
1,2010,16,0.23728813559322035,7.423728813559322,0
1,2010,17,0.23333333333333334,7.466666666666667,0
1,2010,18,0.22950819672131148,7.639344262295082,0
1,2010,19,0.22580645161290322,7.709677419354839,0
1,2011,1,0.2222222222222222,7.873015873015873,0
1,2011,2,0.21875,8.03125,0
1,2011,3,0.2153846153846154,7.969230769230769,1
1,2011,4,0.22727272727272727,8.227272727272727,0
1,2011,5,0.22388059701492538,8.283582089552239,0
1,2011,6,0.22058823529411764,8.426470588235293,0
1,2011,8,0.21739130434782608,8.420289855072463,0
1,2011,9,0.21428571428571427,8.471428571428572,0
1,2011,10,0.2112676056338028,8.52112676056338,1
1,2011,11,0.2222222222222222,8.75,0
1,2011,13,0.2191780821917808,8.794520547945206,0
1,2011,14,0.21621621621621623,8.837837837837839,0
1,2011,15,0.21333333333333335,8.853333333333333,0
1,2011,16,0.21052631578947367,8.868421052631579,0
1,2011,17,0.2077922077922078,8.987012987012987,0
1,2011,18,0.20512820512820512,8.948717948717949,1
1,2012,1,0.21518987341772153,9.151898734177216,0
1,2012,2,0.2125,9.225,0
1,2012,3,0.20987654320987653,9.296296296296296,0
1,2012,4,0.2073170731707317,9.365853658536585,0
1,2012,5,0.20481927710843373,9.301204819277109,0
1,2012,6,0.20238095238095238,9.238095238095237,0
1,2012,7,0.2,9.24705882352941,1
1,2012,8,0.20930232558139536,9.430232558139535,0
1,2012,9,0.20689655172413793,9.32183908045977,0
1,2012,11,0.20454545454545456,9.261363636363637,1
1,2012,13,0.21348314606741572,9.438202247191011,1
1,2012,15,0.2222222222222222,9.61111111111111,0
1,2012,16,0.21978021978021978,9.615384615384615,0
1,2012,17,0.21739130434782608,9.521739130434783,0
1,2012,19,0.21505376344086022,9.548387096774194,1
1,2013,1,0.22340425531914893,9.712765957446809,0
1,2013,2,0.22105263157894736,9.715789473684211,0
1,2013,3,0.21875,9.770833333333334,0
1,2013,4,0.21649484536082475,9.824742268041238,0
1,2013,5,0.21428571428571427,9.826530612244898,0
1,2013,6,0.21212121212121213,9.727272727272727,0
1,2013,7,0.21,9.75,0
1,2013,8,0.2079207920792079,9.801980198019802,0
1,2013,9,0.20588235294117646,9.823529411764707,0
1,2013,10,0.20388349514563106,9.825242718446601,1
1,2013,11,0.21153846153846154,9.971153846153847,0
1,2013,12,0.20952380952380953,10.019047619047619,0
1,2013,13,0.20754716981132076,9.943396226415095,0
1,2013,14,0.205607476635514,9.94392523364486,0
1,2013,16,0.2037037037037037,9.944444444444445,0
1,2013,17,0.2018348623853211,9.926605504587156,0
1,2013,18,0.2,9.89090909090909,0
1,2013,19,0.1981981981981982,9.90990990990991,0
1,2014,2,0.19642857142857142,9.839285714285714,1
1,2014,3,0.20353982300884957,9.973451327433628,1
1,2014,4,0.21052631578947367,10.105263157894736,1
1,2014,5,0.21739130434782608,10.234782608695653,1
1,2014,6,0.22413793103448276,10.362068965517242,0
1,2014,8,0.2222222222222222,10.427350427350428,0
1,2014,9,0.22033898305084745,10.491525423728813,1
1,2014,10,0.226890756302521,10.61344537815126,0
1,2014,11,0.225,10.65,0
1,2014,13,0.2231404958677686,10.685950413223141,1
1,2014,14,0.22950819672131148,10.80327868852459,1
1,2014,15,0.23577235772357724,10.91869918699187,1
1,2014,16,0.24193548387096775,11.03225806451613,1
1,2014,17,0.248,11.144,1
1,2014,18,0.25396825396825395,11.253968253968255,0
1,2014,19,0.25196850393700787,11.307086614173228,1
1,2015,1,0.2578125,11.609375,1
1,2015,2,0.26356589147286824,11.713178294573643,0
1,2015,3,0.26153846153846155,11.761538461538462,1
1,2015,4,0.26717557251908397,11.86259541984733,1
1,2015,5,0.2727272727272727,11.962121212121213,0
1,2015,6,0.2706766917293233,12.007518796992482,0
1,2015,7,0.26865671641791045,12.029850746268657,1
1,2015,8,0.2740740740740741,12.125925925925927,0
1,2015,9,0.27205882352941174,12.169117647058824,1
1,2015,10,0.2773722627737226,12.262773722627736,0
1,2015,11,0.2753623188405797,12.231884057971014,1
1,2015,12,0.2805755395683453,12.323741007194245,1
1,2015,14,0.2857142857142857,12.414285714285715,1
1,2015,15,0.2907801418439716,12.50354609929078,1
1,2015,16,0.29577464788732394,12.591549295774648,1
1,2015,17,0.3006993006993007,12.678321678321678,0
1,2015,18,0.2986111111111111,12.715277777777779,0
1,2015,19,0.296551724137931,12.751724137931035,0
1,2016,1,0.2945205479452055,12.787671232876713,0
1,2016,2,0.2925170068027211,12.82312925170068,0
1,2016,3,0.2905405405405405,12.837837837837839,0
1,2016,4,0.28859060402684567,12.791946308724832,0
1,2016,6,0.2866666666666667,12.826666666666666,1
1,2016,7,0.2913907284768212,12.907284768211921,1
1,2016,8,0.29605263157894735,12.986842105263158,0
1,2016,9,0.29411764705882354,12.967320261437909,1
1,2016,10,0.2987012987012987,13.045454545454545,1
1,2016,11,0.3032258064516129,13.12258064516129,1
1,2016,12,0.3076923076923077,13.198717948717949,1
1,2016,13,0.31210191082802546,13.273885350318471,0
1,2016,14,0.310126582278481,13.284810126582279,0
1,2016,15,0.3081761006289308,13.314465408805031,0
1,2016,17,0.30625,13.325,0
1,2016,18,0.30434782608695654,13.335403726708075,1
1,2016,19,0.30864197530864196,13.407407407407407,1
1,2016,20,0.3128834355828221,13.478527607361963,1
1,2016,21,0.3170731707317073,13.548780487804878,1
1,2017,1,0.3212121212121212,13.618181818181819,0
1,2017,2,0.3192771084337349,13.644578313253012,1
1,2017,3,0.32335329341317365,13.7125748502994,0
1,2017,4,0.32142857142857145,13.738095238095237,0
1,2017,5,0.31952662721893493,13.727810650887575,1
1,2017,6,0.3235294117647059,13.794117647058824,0
1,2017,7,0.3216374269005848,13.748538011695906,1
1,2017,8,0.32558139534883723,13.813953488372093,0
1,2017,9,0.3236994219653179,13.791907514450868,0
1,2017,10,0.3218390804597701,13.781609195402298,1
1,2017,11,0.32571428571428573,13.845714285714285,0
1,2017,12,0.32386363636363635,13.835227272727273,1
1,2017,13,0.327683615819209,13.898305084745763,1
1,2017,14,0.33146067415730335,13.960674157303371,1
1,2017,15,0.33519553072625696,14.022346368715084,0
1,2017,16,0.3333333333333333,14.044444444444444,1
1,2017,17,0.3370165745856354,14.104972375690608,1
